id,airport_code,captured_at_local,taxis_in_holding,taxis_at_curb,active_lanes_json,lane_capacity_per_15m
16286,BKK,2026-02-16 09:15,123,45,"[61, 62, 65]",33
16287,BKK,2026-02-16 09:30,136,50,"[60, 61, 68]",33
16288,BKK,2026-02-16 09:45,153,46,"[63, 67, 68, 69]",28
16289,BKK,2026-02-16 10:00,175,29,"[60, 64, 65]",27
16290,BKK,2026-02-16 10:15,148,46,"[61, 69, 70]",39
16291,BKK,2026-02-16 10:30,213,59,"[60, 71, 72]",27
16292,BKK,2026-02-16 10:45,101,35,"[62, 67, 71]",33
16293,BKK,2026-02-16 11:00,231,42,"[61, 63, 69, 72]",40
16294,BKK,2026-02-16 11:15,171,75,"[60, 61, 65, 67, 70]",50
16295,BKK,2026-02-16 11:30,200,63,"[62, 63, 68, 71, 72]",60
16296,BKK,2026-02-16 11:45,245,54,"[63, 65, 67, 72]",32
16297,BKK,2026-02-16 12:00,132,53,"[63, 67, 70]",18
16298,BKK,2026-02-16 12:15,150,36,"[66, 67, 69]",24
16299,BKK,2026-02-16 12:30,156,37,"[60, 62, 71]",30
16300,BKK,2026-02-16 12:45,181,53,"[61, 67, 68]",33
16301,BKK,2026-02-16 13:00,167,43,"[63, 64, 65]",24
16302,BKK,2026-02-16 13:15,147,41,"[61, 68, 71]",30
16303,BKK,2026-02-16 13:30,187,45,"[63, 66, 70]",21
16304,BKK,2026-02-16 13:45,135,52,"[62, 63, 68]",24
16305,BKK,2026-02-16 14:00,117,39,"[69, 71]",8
16306,BKK,2026-02-16 14:15,122,36,"[60, 62]",10
16307,BKK,2026-02-16 14:30,87,35,"[65, 70]",12
16308,BKK,2026-02-16 14:45,135,36,"[65, 70]",18
16309,BKK,2026-02-16 15:00,162,48,"[61, 69, 70]",18
16310,BKK,2026-02-16 15:15,151,33,"[61, 68, 70]",36
16311,BKK,2026-02-16 15:30,159,33,"[63, 67, 71]",21
16312,BKK,2026-02-16 15:45,170,51,"[63, 65, 66]",30
16313,BKK,2026-02-16 16:00,238,63,"[62, 67, 69, 70]",32
16314,BKK,2026-02-16 16:15,208,61,"[65, 67, 68, 70]",36
16315,BKK,2026-02-16 16:30,239,63,"[64, 67, 69, 71, 72]",55
16316,BKK,2026-02-16 16:45,200,59,"[60, 61, 66, 69, 72]",45
16317,BKK,2026-02-16 17:00,180,50,"[60, 67, 71, 72]",44
16318,BKK,2026-02-16 17:15,154,34,"[63, 68, 70, 71]",24
16319,BKK,2026-02-16 17:30,156,26,"[62, 63, 67, 71]",28
16320,BKK,2026-02-16 17:45,169,37,"[61, 66, 67, 72]",32
16321,BKK,2026-02-16 18:00,157,52,"[65, 70, 71, 72]",32
16322,BKK,2026-02-16 18:15,153,46,"[62, 64, 70]",27
16323,BKK,2026-02-16 18:30,131,44,"[65, 68, 71]",27
16324,BKK,2026-02-16 18:45,144,43,"[62, 68, 71]",24
16325,BKK,2026-02-16 19:00,158,44,"[60, 62, 64, 72]",24
16326,BKK,2026-02-16 19:15,186,51,"[61, 64, 67, 72]",32
16327,BKK,2026-02-16 19:30,158,48,"[63, 66, 68, 69]",32
16328,BKK,2026-02-16 19:45,138,55,"[61, 67, 68, 70]",28
16329,BKK,2026-02-16 20:00,150,61,"[64, 67, 70]",24
16330,BKK,2026-02-16 20:15,172,41,"[64, 69, 72]",21
16331,BKK,2026-02-16 20:30,141,34,"[65, 67, 70]",30
16332,BKK,2026-02-16 20:45,168,37,"[63, 66, 72]",15
16333,BKK,2026-02-16 21:00,130,26,"[68, 69, 72]",24
16334,BKK,2026-02-16 21:15,175,36,"[60, 65, 66]",18
16335,BKK,2026-02-16 21:30,190,51,"[62, 64, 65, 67]",40
16336,BKK,2026-02-16 21:45,171,35,"[61, 70, 72]",24
16337,BKK,2026-02-16 22:00,166,52,"[62, 69, 71]",21
16338,BKK,2026-02-16 22:15,150,46,"[61, 63, 70]",18
16339,BKK,2026-02-16 22:30,183,40,"[68, 71, 72]",18
16340,BKK,2026-02-16 22:45,139,34,"[61, 66, 72]",12
16341,BKK,2026-02-16 23:00,244,83,"[60, 61, 62, 64, 65, 70, 71]",63
16342,BKK,2026-02-16 23:15,231,60,"[60, 61, 63, 65, 66, 67, 68]",49
16343,BKK,2026-02-16 23:30,243,72,"[60, 61, 62, 64, 67, 68, 71]",70
16344,BKK,2026-02-16 23:45,290,70,"[60, 61, 64, 66, 67, 70, 72]",35
16345,BKK,2026-02-17 00:00,176,41,"[61, 63, 70, 71, 72]",30
16346,BKK,2026-02-17 00:15,135,33,,20
16347,BKK,2026-02-17 00:30,166,38,"[60, 62, 66, 68, 70]",30
16348,BKK,2026-02-17 00:45,135,34,"[60, 62, 66, 68, 69]",40
16349,BKK,2026-02-17 01:00,151,32,"[65, 67, 68, 70, 71]",20
16350,BKK,2026-02-17 01:15,154,51,"[60, 61, 67, 69, 70]",20
16351,BKK,2026-02-17 01:30,154,52,"[60, 61, 65, 66, 70]",20
16352,BKK,2026-02-17 01:45,218,47,"[60, 64, 65, 67, 68]",25
16353,BKK,2026-02-17 02:00,115,26,"[63, 67]",12
16354,BKK,2026-02-17 02:15,76,15,"[62, 70]",8
16355,BKK,2026-02-17 02:30,77,26,"[61, 72]",12
16356,BKK,2026-02-17 02:45,87,16,"[62, 70]",10
16357,BKK,2026-02-17 03:00,99,34,"[60, 64]",8
16358,BKK,2026-02-17 03:15,73,24,"[63, 65]",10
16359,BKK,2026-02-17 03:30,66,15,"[65, 68]",8
16360,BKK,2026-02-17 03:45,60,21,"[60, 65]",8
16361,BKK,2026-02-17 04:00,63,10,"[62, 66]",8
16362,BKK,2026-02-17 04:15,84,35,"[63, 71]",10
16363,BKK,2026-02-17 04:30,108,33,"[64, 67]",10
16364,BKK,2026-02-17 04:45,92,31,"[61, 67]",8
16365,BKK,2026-02-17 05:00,233,63,"[60, 61, 67, 69, 70, 71]",24
16366,BKK,2026-02-17 05:15,205,43,,20
16367,BKK,2026-02-17 05:30,180,53,"[60, 65, 66, 68, 71]",20
16368,BKK,2026-02-17 05:45,172,53,"[63, 65, 67, 70, 71]",25
16369,BKK,2026-02-17 06:00,220,55,"[60, 62, 63, 65, 66, 67]",36
16370,BKK,2026-02-17 06:15,200,47,"[61, 62, 63, 70, 71]",20
16371,BKK,2026-02-17 06:30,189,46,"[60, 61, 67, 69, 72]",25
16372,BKK,2026-02-17 06:45,156,46,"[60, 62, 69, 70, 71]",35
16373,BKK,2026-02-17 07:00,259,62,"[62, 63, 64, 65, 66, 68, 70]",56
16374,BKK,2026-02-17 07:15,270,59,"[60, 62, 63, 68, 69, 70, 71]",63
16375,BKK,2026-02-17 07:30,276,67,"[62, 63, 65, 66, 68, 69, 70]",70
16376,BKK,2026-02-17 07:45,230,66,"[61, 62, 63, 64, 66, 68, 72]",63
16377,BKK,2026-02-17 08:00,254,61,"[60, 64, 65, 66, 68]",45
16378,BKK,2026-02-17 08:15,230,83,"[60, 63, 64, 65, 68, 70]",42
16379,BKK,2026-02-17 08:30,250,62,"[62, 63, 65, 69, 70, 71]",66
16380,BKK,2026-02-17 08:45,209,63,"[63, 66, 68, 70, 71, 72]",42
16381,BKK,2026-02-17 09:00,177,33,"[60, 66, 69, 70]",40
16382,BKK,2026-02-17 09:15,178,63,"[62, 63, 66, 67]",44
16383,BKK,2026-02-17 09:30,198,49,"[62, 66, 68, 69]",36
16384,BKK,2026-02-17 09:45,168,72,"[61, 64, 65, 66]",28
16385,BKK,2026-02-17 10:00,192,51,"[60, 61, 64, 72]",40
16386,BKK,2026-02-17 10:15,179,52,"[60, 62, 64, 65]",48
16387,BKK,2026-02-17 10:30,211,67,"[63, 67, 71, 72]",36
16388,BKK,2026-02-17 10:45,221,47,"[63, 64, 66, 72]",36
16389,BKK,2026-02-17 11:00,236,48,"[60, 62, 63, 64, 72]",45
16390,BKK,2026-02-17 11:15,187,38,"[64, 68, 69, 70]",40
16391,BKK,2026-02-17 11:30,133,59,"[61, 63, 64, 70, 72]",45
16392,BKK,2026-02-17 11:45,205,61,"[60, 61, 66, 67]",32
16393,BKK,2026-02-17 12:00,144,42,"[60, 64, 67, 71, 72]",50
16394,BKK,2026-02-17 12:15,169,70,"[60, 61, 63, 66, 69]",50
16395,BKK,2026-02-17 12:30,200,59,"[60, 69, 70, 71, 72]",60
16396,BKK,2026-02-17 12:45,142,46,"[65, 67, 68, 70, 71]",25
16397,BKK,2026-02-17 13:00,195,55,"[63, 67, 71, 72]",32
16398,BKK,2026-02-17 13:15,199,45,"[63, 64, 65, 69]",32
16399,BKK,2026-02-17 13:30,173,41,"[62, 65, 67, 71]",40
16400,BKK,2026-02-17 13:45,185,65,"[61, 65, 68, 72]",32
16401,BKK,2026-02-17 14:00,139,40,"[61, 63, 65]",24
16402,BKK,2026-02-17 14:15,134,35,"[63, 70, 71]",24
16403,BKK,2026-02-17 14:30,155,35,"[66, 67, 71]",15
16404,BKK,2026-02-17 14:45,125,26,"[60, 63, 65]",21
16405,BKK,2026-02-17 15:00,186,52,"[61, 66, 67, 71]",32
16406,BKK,2026-02-17 15:15,202,34,"[60, 64, 68, 71]",32
16407,BKK,2026-02-17 15:30,172,56,"[64, 66, 67]",18
16408,BKK,2026-02-17 15:45,171,43,"[68, 69, 70, 71]",40
16409,BKK,2026-02-17 16:00,220,61,"[61, 63, 67, 69, 72]",35
16410,BKK,2026-02-17 16:15,259,44,"[60, 62, 64, 67, 72]",35
16411,BKK,2026-02-17 16:30,224,43,"[60, 63, 66, 68, 72]",40
16412,BKK,2026-02-17 16:45,229,57,"[62, 66, 67, 68, 69]",50
16413,BKK,2026-02-17 17:00,284,47,"[60, 63, 65, 70, 71]",35
16414,BKK,2026-02-17 17:15,189,44,"[64, 67, 69, 71]",36
16415,BKK,2026-02-17 17:30,170,55,"[61, 63, 65, 66, 71]",40
16416,BKK,2026-02-17 17:45,217,48,"[60, 61, 62, 66, 71]",30
16417,BKK,2026-02-17 18:00,233,61,"[63, 65, 66, 71, 72]",40
16418,BKK,2026-02-17 18:15,264,48,"[60, 61, 62, 67, 69]",50
16419,BKK,2026-02-17 18:30,231,47,"[64, 65, 66, 67, 70]",40
16420,BKK,2026-02-17 18:45,263,44,"[61, 62, 63, 67, 72]",45
16421,BKK,2026-02-17 19:00,164,48,"[60, 62, 69]",21
16422,BKK,2026-02-17 19:15,175,41,"[60, 66, 68, 72]",40
16423,BKK,2026-02-17 19:30,157,65,"[64, 66, 68, 69]",36
16424,BKK,2026-02-17 19:45,147,37,"[61, 62, 65, 71]",36
16425,BKK,2026-02-17 20:00,129,46,"[62, 65, 71]",27
16426,BKK,2026-02-17 20:15,155,20,"[61, 64, 69]",21
16427,BKK,2026-02-17 20:30,135,34,"[69, 70]",16
16428,BKK,2026-02-17 20:45,133,40,"[62, 65]",12
16429,BKK,2026-02-17 21:00,146,36,"[60, 67, 69, 70]",32
16430,BKK,2026-02-17 21:15,138,40,"[67, 69, 70, 71]",36
16431,BKK,2026-02-17 21:30,175,52,"[60, 61, 67, 71]",44
16432,BKK,2026-02-17 21:45,124,48,"[61, 62, 69, 71]",20
16433,BKK,2026-02-17 22:00,129,47,"[63, 68, 69]",12
16434,BKK,2026-02-17 22:15,150,51,"[64, 66, 67, 71]",20
16435,BKK,2026-02-17 22:30,208,58,"[62, 65, 68, 72]",32
16436,BKK,2026-02-17 22:45,140,59,"[60, 65, 66, 70]",28
16437,BKK,2026-02-17 23:00,228,55,"[60, 66, 68, 69, 70, 71]",48
16438,BKK,2026-02-17 23:15,243,63,"[60, 61, 63, 64, 65, 67, 70]",84
16439,BKK,2026-02-17 23:30,220,62,"[60, 67, 68, 69, 70, 71, 72]",77
16440,BKK,2026-02-17 23:45,261,56,"[61, 62, 63, 65, 66, 68, 72]",56
16441,BKK,2026-02-18 00:00,151,43,"[61, 62, 63, 65, 71]",25
16442,BKK,2026-02-18 00:15,156,36,"[61, 63, 65, 69, 71]",20
16443,BKK,2026-02-18 00:30,144,50,"[62, 63, 64, 67, 68]",20
16444,BKK,2026-02-18 00:45,137,39,"[61, 63, 66, 67, 72]",20
16445,BKK,2026-02-18 01:00,129,35,"[60, 63, 64, 65, 71]",20
16446,BKK,2026-02-18 01:15,144,40,"[63, 67, 69, 71, 72]",25
16447,BKK,2026-02-18 01:30,182,48,"[62, 65, 66, 68, 69]",30
16448,BKK,2026-02-18 01:45,149,35,"[60, 62, 63, 64, 71]",20
16449,BKK,2026-02-18 02:00,98,31,"[71, 72]",16
16450,BKK,2026-02-18 02:15,90,25,"[64, 71]",8
16451,BKK,2026-02-18 02:30,125,28,"[65, 67]",10
16452,BKK,2026-02-18 02:45,85,27,"[63, 64]",8
16453,BKK,2026-02-18 03:00,109,24,"[63, 67]",10
16454,BKK,2026-02-18 03:15,95,27,"[68, 70]",8
16455,BKK,2026-02-18 03:30,68,15,"[71, 72]",8
16456,BKK,2026-02-18 03:45,93,22,"[69, 70]",12
16457,BKK,2026-02-18 04:00,78,21,"[61, 67, 69]",24
16458,BKK,2026-02-18 04:15,87,31,"[62, 64, 65]",12
16459,BKK,2026-02-18 04:30,106,27,"[60, 61, 68]",18
16460,BKK,2026-02-18 04:45,68,17,"[63, 67, 70]",12
16461,BKK,2026-02-18 05:00,154,43,"[63, 65, 66, 68]",28
16462,BKK,2026-02-18 05:15,140,50,"[60, 62, 68, 70]",24
16463,BKK,2026-02-18 05:30,178,50,"[61, 66, 67, 70]",40
16464,BKK,2026-02-18 05:45,136,42,"[63, 68, 69]",12
16465,BKK,2026-02-18 06:00,219,48,"[61, 62, 63, 64, 67, 72]",36
16466,BKK,2026-02-18 06:15,156,46,"[61, 62, 65, 68, 69]",35
16467,BKK,2026-02-18 06:30,214,45,"[61, 62, 63, 64, 68, 71]",36
16468,BKK,2026-02-18 06:45,170,52,"[61, 63, 65, 68, 72]",30
16469,BKK,2026-02-18 07:00,258,79,"[60, 61, 63, 64, 65, 70, 72]",49
16470,BKK,2026-02-18 07:15,253,89,"[60, 61, 62, 64, 65, 69, 70]",56
16471,BKK,2026-02-18 07:30,289,60,"[60, 62, 65, 66, 67, 68, 70]",63
16472,BKK,2026-02-18 07:45,271,66,"[64, 65, 66, 67, 68, 69, 71]",49
16473,BKK,2026-02-18 08:00,216,47,"[63, 67, 69, 71]",24
16474,BKK,2026-02-18 08:15,158,32,"[63, 67, 70, 72]",36
16475,BKK,2026-02-18 08:30,185,57,"[61, 66, 67, 68]",32
16476,BKK,2026-02-18 08:45,191,63,"[61, 62, 70, 72]",36
16477,BKK,2026-02-18 09:00,195,46,"[61, 62, 64, 72]",44
16478,BKK,2026-02-18 09:15,176,69,"[60, 63, 65, 66]",36
16479,BKK,2026-02-18 09:30,141,34,"[65, 68, 70, 71]",36
16480,BKK,2026-02-18 09:45,216,50,"[62, 66, 68, 72]",40
16481,BKK,2026-02-18 10:00,170,51,"[60, 63, 65, 66]",28
16482,BKK,2026-02-18 10:15,212,41,"[61, 65, 69, 72]",36
16483,BKK,2026-02-18 10:30,160,35,"[65, 66, 69, 72]",44
16484,BKK,2026-02-18 10:45,220,75,"[60, 61, 66, 69]",40
16485,BKK,2026-02-18 11:00,206,43,"[64, 68, 69, 72]",32
16486,BKK,2026-02-18 11:15,138,62,"[63, 65, 68, 72]",44
16487,BKK,2026-02-18 11:30,195,39,"[60, 64, 65, 72]",40
16488,BKK,2026-02-18 11:45,260,68,"[60, 61, 65, 68]",36
16489,BKK,2026-02-18 12:00,193,59,"[63, 64, 65, 66]",32
16490,BKK,2026-02-18 12:15,212,50,"[62, 66, 67, 69, 72]",35
16491,BKK,2026-02-18 12:30,189,63,"[64, 66, 68, 69, 71]",45
16492,BKK,2026-02-18 12:45,248,36,"[60, 62, 69, 71, 72]",40
16493,BKK,2026-02-18 13:00,183,37,"[60, 63, 66, 67]",40
16494,BKK,2026-02-18 13:15,192,36,"[61, 64, 66, 71]",40
16495,BKK,2026-02-18 13:30,148,47,"[60, 64, 69, 71]",40
16496,BKK,2026-02-18 13:45,172,50,,36
16497,BKK,2026-02-18 14:00,89,26,"[68, 69]",10
16498,BKK,2026-02-18 14:15,143,29,"[64, 69, 70]",12
16499,BKK,2026-02-18 14:30,134,29,"[62, 66, 67]",24
16500,BKK,2026-02-18 14:45,129,32,"[64, 68, 69]",15
16501,BKK,2026-02-18 15:00,119,50,"[61, 63, 68]",30
16502,BKK,2026-02-18 15:15,104,36,"[65, 66, 71]",21
16503,BKK,2026-02-18 15:30,161,41,"[63, 64, 71]",30
16504,BKK,2026-02-18 15:45,139,46,"[65, 66, 70]",27
16505,BKK,2026-02-18 16:00,201,54,"[60, 63, 64, 67, 72]",45
16506,BKK,2026-02-18 16:15,167,53,"[60, 61, 62, 67, 70]",30
16507,BKK,2026-02-18 16:30,204,47,"[61, 63, 65, 68, 71, 72]",66
16508,BKK,2026-02-18 16:45,172,53,"[63, 65, 67, 68, 69]",40
16509,BKK,2026-02-18 17:00,187,51,"[60, 61, 69, 72]",20
16510,BKK,2026-02-18 17:15,197,65,"[62, 63, 65, 68]",36
16511,BKK,2026-02-18 17:30,222,67,"[63, 67, 68, 70]",20
16512,BKK,2026-02-18 17:45,229,46,"[60, 61, 65, 66, 67]",40
16513,BKK,2026-02-18 18:00,173,84,"[61, 62, 65, 72]",44
16514,BKK,2026-02-18 18:15,202,62,"[66, 68, 70, 71]",24
16515,BKK,2026-02-18 18:30,183,52,"[66, 67, 68, 69]",36
16516,BKK,2026-02-18 18:45,182,64,"[62, 66, 68, 70]",32
16517,BKK,2026-02-18 19:00,230,74,"[61, 65, 68, 69]",28
16518,BKK,2026-02-18 19:15,170,50,"[62, 65, 68, 70]",28
16519,BKK,2026-02-18 19:30,185,48,"[60, 64, 68, 70]",32
16520,BKK,2026-02-18 19:45,156,49,"[64, 65, 68, 69]",28
16521,BKK,2026-02-18 20:00,128,44,,24
16522,BKK,2026-02-18 20:15,121,57,"[66, 70, 71]",27
16523,BKK,2026-02-18 20:30,162,37,"[64, 70, 71]",24
16524,BKK,2026-02-18 20:45,144,39,"[60, 64, 67]",30
16525,BKK,2026-02-18 21:00,123,29,"[60, 66]",12
16526,BKK,2026-02-18 21:15,158,37,"[61, 67, 71]",30
16527,BKK,2026-02-18 21:30,158,35,"[62, 63, 64]",21
16528,BKK,2026-02-18 21:45,154,35,"[67, 69, 70]",15
16529,BKK,2026-02-18 22:00,149,27,"[69, 71, 72]",12
16530,BKK,2026-02-18 22:15,160,48,"[60, 64, 65, 69]",20
16531,BKK,2026-02-18 22:30,175,53,"[60, 67, 68, 71]",20
16532,BKK,2026-02-18 22:45,113,40,"[64, 68, 71, 72]",28
16533,BKK,2026-02-18 23:00,251,83,"[60, 61, 62, 63, 66, 67, 70]",28
16534,BKK,2026-02-18 23:15,249,69,"[63, 64, 67, 68, 69, 71, 72]",56
16535,BKK,2026-02-18 23:30,252,68,"[60, 61, 62, 66, 67, 69, 71]",49
16536,BKK,2026-02-18 23:45,253,69,"[60, 62, 67, 68, 69, 70, 71]",42
16537,BKK,2026-02-19 00:00,159,43,"[60, 63, 67, 69, 72]",25
16538,BKK,2026-02-19 00:15,151,43,"[62, 63, 64, 65, 71]",30
16539,BKK,2026-02-19 00:30,144,39,"[64, 68, 69, 71, 72]",35
16540,BKK,2026-02-19 00:45,187,51,"[62, 63, 66, 69, 70]",30
16541,BKK,2026-02-19 01:00,140,38,"[60, 65, 66, 70, 72]",20
16542,BKK,2026-02-19 01:15,158,38,"[61, 63, 65, 68, 72]",20
16543,BKK,2026-02-19 01:30,140,35,"[61, 62, 66, 69, 71]",30
16544,BKK,2026-02-19 01:45,143,31,"[60, 61, 64, 70, 71]",20
16545,BKK,2026-02-19 02:00,87,18,"[60, 64]",12
16546,BKK,2026-02-19 02:15,99,29,"[65, 70]",8
16547,BKK,2026-02-19 02:30,85,20,"[64, 65]",8
16548,BKK,2026-02-19 02:45,102,39,"[62, 66]",14
16549,BKK,2026-02-19 03:00,109,19,"[69, 72]",8
16550,BKK,2026-02-19 03:15,74,15,"[66, 72]",10
16551,BKK,2026-02-19 03:30,85,19,"[69, 72]",8
16552,BKK,2026-02-19 03:45,67,31,"[65, 66]",12
16553,BKK,2026-02-19 04:00,86,15,"[60, 65]",8
16554,BKK,2026-02-19 04:15,98,25,"[67, 68]",8
16555,BKK,2026-02-19 04:30,66,16,"[63, 64]",8
16556,BKK,2026-02-19 04:45,63,20,"[65, 68]",8
16557,BKK,2026-02-19 05:00,147,30,"[66, 67, 70, 72]",16
16558,BKK,2026-02-19 05:15,163,44,"[60, 63, 65, 70]",16
16559,BKK,2026-02-19 05:30,152,44,"[62, 66, 67, 68, 72]",35
16560,BKK,2026-02-19 05:45,190,57,"[62, 64, 65, 66]",24
16561,BKK,2026-02-19 06:00,183,48,"[61, 63, 64, 67, 69]",30
16562,BKK,2026-02-19 06:15,202,70,"[63, 66, 68, 69, 70, 72]",42
16563,BKK,2026-02-19 06:30,170,52,"[64, 67, 68, 70, 71]",45
16564,BKK,2026-02-19 06:45,188,52,"[62, 67, 70, 71, 72]",25
16565,BKK,2026-02-19 07:00,249,64,"[60, 61, 62, 67, 70, 71, 72]",63
16566,BKK,2026-02-19 07:15,252,66,"[61, 62, 63, 66, 69, 71, 72]",63
16567,BKK,2026-02-19 07:30,259,63,"[60, 61, 62, 64, 65, 67, 72]",56
16568,BKK,2026-02-19 07:45,203,61,"[64, 65, 66, 67, 68, 70, 72]",28
16569,BKK,2026-02-19 08:00,223,36,"[60, 65, 68, 71]",36
16570,BKK,2026-02-19 08:15,197,51,"[60, 64, 68, 72]",40
16571,BKK,2026-02-19 08:30,223,64,"[61, 63, 66, 67, 69]",50
16572,BKK,2026-02-19 08:45,199,41,,44
16573,BKK,2026-02-19 09:00,235,57,"[61, 62, 63, 67, 72]",35
16574,BKK,2026-02-19 09:15,202,66,"[61, 64, 66, 68, 71]",30
16575,BKK,2026-02-19 09:30,173,52,"[60, 67, 69, 70, 71]",55
16576,BKK,2026-02-19 09:45,230,53,"[61, 63, 66, 67, 72]",50
16577,BKK,2026-02-19 10:00,171,68,"[60, 62, 65, 67, 72]",50
16578,BKK,2026-02-19 10:15,243,49,"[63, 67, 68, 70, 71, 72]",60
16579,BKK,2026-02-19 10:30,188,31,"[60, 64, 65, 69, 70]",55
16580,BKK,2026-02-19 10:45,197,62,"[60, 64, 67, 69, 71]",50
16581,BKK,2026-02-19 11:00,199,70,"[63, 64, 68, 70, 72]",50
16582,BKK,2026-02-19 11:15,230,47,"[63, 64, 69, 70]",44
16583,BKK,2026-02-19 11:30,165,49,"[64, 65, 69, 70]",24
16584,BKK,2026-02-19 11:45,147,56,"[63, 65, 71, 72]",24
16585,BKK,2026-02-19 12:00,255,72,"[61, 62, 63, 66, 68, 72]",60
16586,BKK,2026-02-19 12:15,245,74,"[60, 61, 63, 65, 66, 70]",60
16587,BKK,2026-02-19 12:30,262,65,"[67, 68, 69, 71, 72]",45
16588,BKK,2026-02-19 12:45,207,42,"[60, 62, 64, 68, 70]",60
16589,BKK,2026-02-19 13:00,206,60,"[61, 63, 65, 70]",28
16590,BKK,2026-02-19 13:15,233,43,"[61, 62, 65, 70]",40
16591,BKK,2026-02-19 13:30,234,65,"[64, 65, 68, 70]",32
16592,BKK,2026-02-19 13:45,184,35,"[63, 65, 69, 71]",44
16593,BKK,2026-02-19 14:00,111,41,"[68, 71]",14
16594,BKK,2026-02-19 14:15,133,31,"[60, 66]",16
16595,BKK,2026-02-19 14:30,119,38,"[60, 70]",8
16596,BKK,2026-02-19 14:45,102,30,"[61, 69, 70]",24
16597,BKK,2026-02-19 15:00,211,43,"[64, 66, 67, 70]",40
16598,BKK,2026-02-19 15:15,201,34,"[61, 67, 69, 72]",32
16599,BKK,2026-02-19 15:30,187,21,"[62, 65, 66, 71]",36
16600,BKK,2026-02-19 15:45,177,28,"[61, 62, 64, 66]",20
16601,BKK,2026-02-19 16:00,205,56,"[62, 66, 68, 70]",32
16602,BKK,2026-02-19 16:15,242,54,"[68, 70, 71, 72]",44
16603,BKK,2026-02-19 16:30,210,49,"[63, 68, 70, 72]",32
16604,BKK,2026-02-19 16:45,194,52,"[67, 70, 71, 72]",32
16605,BKK,2026-02-19 17:00,212,50,,40
16606,BKK,2026-02-19 17:15,224,61,"[60, 64, 65, 70, 72]",40
16607,BKK,2026-02-19 17:30,179,56,"[63, 64, 66, 69, 71]",45
16608,BKK,2026-02-19 17:45,211,53,"[63, 64, 68, 70, 71]",45
16609,BKK,2026-02-19 18:00,213,67,"[62, 63, 70, 71, 72]",35
16610,BKK,2026-02-19 18:15,197,41,,36
16611,BKK,2026-02-19 18:30,238,70,"[62, 63, 65, 66, 71]",60
16612,BKK,2026-02-19 18:45,209,49,"[60, 62, 65, 66, 70]",40
16613,BKK,2026-02-19 19:00,205,51,"[63, 68, 69, 70]",28
16614,BKK,2026-02-19 19:15,202,63,"[60, 62, 69, 70]",20
16615,BKK,2026-02-19 19:30,176,33,"[60, 69, 70, 71]",24
16616,BKK,2026-02-19 19:45,208,53,,20
16617,BKK,2026-02-19 20:00,104,26,"[63, 64, 70]",30
16618,BKK,2026-02-19 20:15,148,38,"[60, 66, 72]",12
16619,BKK,2026-02-19 20:30,88,36,"[61, 68]",16
16620,BKK,2026-02-19 20:45,126,38,"[64, 66, 68]",27
16621,BKK,2026-02-19 21:00,118,27,"[65, 67]",16
16622,BKK,2026-02-19 21:15,152,42,"[61, 62, 71]",33
16623,BKK,2026-02-19 21:30,123,49,"[63, 64, 71]",18
16624,BKK,2026-02-19 21:45,152,34,"[62, 64, 65]",21
16625,BKK,2026-02-19 22:00,139,44,"[65, 67, 70, 72]",28
16626,BKK,2026-02-19 22:15,145,40,"[62, 64, 68, 72]",24
16627,BKK,2026-02-19 22:30,209,41,"[62, 65, 67, 68]",32
16628,BKK,2026-02-19 22:45,156,33,"[62, 70, 71, 72]",16
16629,BKK,2026-02-19 23:00,273,63,"[60, 62, 64, 67, 68, 70, 72]",63
16630,BKK,2026-02-19 23:15,252,72,"[60, 61, 62, 66, 68, 70, 71]",49
16631,BKK,2026-02-19 23:30,235,61,"[60, 61, 62, 66, 67, 72]",36
16632,BKK,2026-02-19 23:45,250,85,"[60, 61, 62, 64, 68, 71, 72]",63
16633,BKK,2026-02-20 00:00,153,33,"[61, 64, 66, 67, 71]",20
16634,BKK,2026-02-20 00:15,160,36,"[61, 62, 66, 67, 69]",30
16635,BKK,2026-02-20 00:30,123,33,"[60, 67, 68, 69, 70]",20
16636,BKK,2026-02-20 00:45,163,44,"[66, 69, 70, 71, 72]",30
16637,BKK,2026-02-20 01:00,144,48,"[60, 63, 66, 67, 71]",30
16638,BKK,2026-02-20 01:15,156,34,"[60, 64, 68, 69, 71]",25
16639,BKK,2026-02-20 01:30,133,44,"[60, 61, 64, 66, 72]",25
16640,BKK,2026-02-20 01:45,132,41,"[60, 61, 62, 63, 71]",20
16641,BKK,2026-02-20 02:00,96,25,"[62, 67]",8
16642,BKK,2026-02-20 02:15,110,28,"[65, 68]",12
16643,BKK,2026-02-20 02:30,53,22,"[60, 71]",10
16644,BKK,2026-02-20 02:45,81,23,"[64, 71]",8
16645,BKK,2026-02-20 03:00,70,21,"[62, 69]",10
16646,BKK,2026-02-20 03:15,82,27,"[60, 70]",12
16647,BKK,2026-02-20 03:30,95,37,"[65, 69]",8
16648,BKK,2026-02-20 03:45,86,26,"[69, 70]",12
16649,BKK,2026-02-20 04:00,81,21,"[67, 68]",8
16650,BKK,2026-02-20 04:15,84,21,"[64, 71]",8
16651,BKK,2026-02-20 04:30,113,28,"[62, 64]",10
16652,BKK,2026-02-20 04:45,94,32,"[65, 69]",10
16653,BKK,2026-02-20 05:00,187,52,"[61, 63, 65, 70, 72]",45
